trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Used_image_1,Used_image_2,Used_image_3,Used_image_4,Used_image_5,Used_image_6,Used_image_7,Used_image_8,Unused_image_1,Unused_image_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,welcome.started,welcome.stopped,pointer_dot_0.started,pointer_dot_0.stopped,pointer_dot_1.started,pointer_dot_1.stopped,pointer_dot_2.started,pointer_dot_2.stopped,SD_image.started,SD_image.stopped,memDisplayOnTimePractice,mem_image_0_practice,mem_image_1_practice,mem_image_2_practice,mem_image_3_practice,mem_image_4_practice,mem_image_5_practice,mem_image_6_practice,mem_image_7_practice,retention_interval_practice,retro_0_post_1_practice,change_or_no_practice,cue_location_practice,mem_display_to_test_array_duration_s,mem_display_to_cue_duration_s,routine_duration_s,array_image_1f.started,array_image_1f.stopped,array_image_2f.started,array_image_2f.stopped,array_image_3f.started,array_image_3f.stopped,array_image_4f.started,array_image_4f.stopped,array_image_5f.started,array_image_5f.stopped,array_image_6f.started,array_image_6f.stopped,array_image_7f.started,array_image_7f.stopped,array_image_8f.started,array_image_8f.stopped,pointer_dot_0b.started,pointer_dot_0b.stopped,pointer_dot_1b.started,pointer_dot_1b.stopped,pointer_dot_2b.started,pointer_dot_2b.stopped,sd_practice_resp.keys,sd_practice_resp.rt,sd_practice_resp.started,sd_practice_resp.stopped,text_10.started,text_10.stopped,conf_practice_resp.keys,conf_practice_resp.rt,conf_practice_resp.started,conf_practice_resp.stopped,image.started,image.stopped,training_trial_index,memDisplayOnTimeTraining,mem_image_0_training,mem_image_1_training,mem_image_2_training,mem_image_3_training,mem_image_4_training,mem_image_5_training,mem_image_6_training,mem_image_7_training,retro_0_post_1_training,change_or_no_training,cue_location_training,array_image_1l.started,array_image_1l.stopped,test_image_0_training,test_image_1_training,test_image_2_training,test_image_3_training,test_image_4_training,test_image_5_training,test_image_6_training,test_image_7_training,consecutive_correct_retro_short,array_image_1m.started,array_image_1m.stopped,array_image_2m.started,array_image_2m.stopped,array_image_3m.started,array_image_3m.stopped,array_image_4m.started,array_image_4m.stopped,array_image_5m.started,array_image_5m.stopped,array_image_6m.started,array_image_6m.stopped,array_image_7m.started,array_image_7m.stopped,array_image_8m.started,array_image_8m.stopped,pointer_dot_0d.started,pointer_dot_0d.stopped,pointer_dot_1d.started,pointer_dot_1d.stopped,pointer_dot_2d.started,pointer_dot_2d.stopped,reminder_training.started,reminder_training.stopped,sd_training_resp.keys,sd_training_resp.rt,sd_training_resp.started,sd_training_resp.stopped,text_15.started,text_15.stopped,conf_training_resp.keys,conf_training_resp.rt,conf_training_resp.started,conf_training_resp.stopped,text.started,text.stopped,short_interval_training_finished,training_trial_index_long_this_block,correct_retro_long_this_block,retro_trials_long_this_block,long_interval_block_finished,long_block_retro_acc,reached_criterion,run_out_of_trials,participant,mapping,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,146,0,146,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,1343.3169121030005,3,5,4,6,1,7,2,8,0,1,1,1356.830255413999,None,3,0,4,6,1,7,2,8,,1360.308940740997,None,1360.308940740997,None,1360.308940740997,None,1360.308940740997,None,1360.308940740997,None,1360.308940740997,None,1360.308940740997,None,1360.308940740997,None,1359.0027964949986,1359.5092971269987,1359.0027964949986,1359.5092971269987,1359.0027964949986,1359.5092971269987,None,None,down,1.266199409001274,1360.308940740997,None,None,None,z,1.112167881001369,1361.6151176499989,None,1362.7480189249982,None,,42,25,26,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,147,0,147,0,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,1349.8186652660006,2,5,3,9,1,8,4,7,1,1,3,1363.3211321809977,None,2,5,3,0,1,8,4,7,,1366.7865092139982,None,1366.7865092139982,None,1366.7865092139982,None,1366.7865092139982,None,1366.7865092139982,None,1366.7865092139982,None,1366.7865092139982,None,1366.7865092139982,None,1366.8930969619978,1367.3995804659971,1366.8930969619978,1367.3995804659971,1366.8930969619978,1367.3995804659971,None,None,down,2.122169729998859,1366.8930969619978,None,None,None,c,0.40570089600078063,1369.065585401997,None,1369.4921469529982,None,,43,25,26,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,148,0,148,0,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.2,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,1356.5658899160007,0,6,4,5,1,9,2,7,1,0,5,1370.0786057079968,None,0,6,4,5,1,9,2,7,,1373.7437866189975,None,1373.7437866189975,None,1373.7437866189975,None,1373.7437866189975,None,1373.7437866189975,None,1373.7437866189975,None,1373.7437866189975,None,1373.7437866189975,None,1373.8504583659997,1374.3569759040001,1373.8504583659997,1374.3569759040001,1373.8504583659997,1374.3569759040001,None,None,down,1.3008162500009348,1373.8504583659997,None,None,None,z,0.8906417590005731,1375.1967022249992,None,1376.102946314997,None,,44,25,26,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,149,0,149,0,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,1363.1764175110002,0,8,1,6,2,7,3,9,1,0,3,1376.689398585997,None,0,8,1,6,2,7,3,9,,1379.7682658719968,None,1379.7682658719968,None,1379.7682658719968,None,1379.7682658719968,None,1379.7682658719968,None,1379.7682658719968,None,1379.7682658719968,None,1379.7682658719968,None,1379.8615378629984,1380.3680468929997,1379.8615378629984,1380.3680468929997,1379.8615378629984,1380.3680468929997,None,None,left,1.0257214049997856,1379.8615378629984,None,None,None,z,0.7194419110019226,1380.9278393799977,None,1381.6608217069988,None,,45,25,26,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,150,0,150,0,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.2,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,1379.2326598789987,3,6,0,7,2,9,1,5,1,1,0,1392.7500101240003,None,4,6,0,7,2,9,1,5,,1396.4285403429967,None,1396.4285403429967,None,1396.4285403429967,None,1396.4285403429967,None,1396.4285403429967,None,1396.4285403429967,None,1396.4285403429967,None,1396.4285403429967,None,1396.5219208499984,1397.028356068,1396.5219208499984,1397.028356068,1396.5219208499984,1397.028356068,None,None,down,1.693256141999882,1396.5219208499984,None,None,None,z,0.29137200100012706,1398.267870419997,None,1398.5744273290002,None,,46,25,26,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,151,0,151,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,1385.6476591270002,1,7,4,6,2,5,3,8,0,1,3,1399.1609299289994,None,1,7,4,0,2,5,3,8,,1402.62624985,None,1402.62624985,None,1402.62624985,None,1402.62624985,None,1402.62624985,None,1402.62624985,None,1402.62624985,None,1402.62624985,None,1401.3333935779992,1401.8399074189983,1401.3333935779992,1401.8399074189983,1401.3333935779992,1401.8399074189983,None,None,down,3.941000279999571,1402.62624985,None,None,None,z,1.8278104860000894,1406.6113888309992,None,1408.4640121509983,None,,47,26,27,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,152,0,152,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,1395.5379071059979,0,5,4,7,3,6,1,9,0,0,3,1409.0505046209983,None,0,5,4,7,3,6,1,9,,1412.5292061299988,None,1412.5292061299988,None,1412.5292061299988,None,1412.5292061299988,None,1412.5292061299988,None,1412.5292061299988,None,1412.5292061299988,None,1412.5292061299988,None,1411.2230259299977,1411.7295293639982,1411.2230259299977,1411.7295293639982,1411.2230259299977,1411.7295293639982,None,None,left,1.2860639800019271,1412.5292061299988,None,None,None,x,0.5292520109978796,1413.8620314679974,None,1414.4084058759981,None,,48,27,28,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,153,0,153,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,1401.4815009279992,3,7,2,8,1,9,4,6,0,1,0,1414.9949142279984,None,0,7,2,8,1,9,4,6,,1418.4736094349973,None,1418.4736094349973,None,1418.4736094349973,None,1418.4736094349973,None,1418.4736094349973,None,1418.4736094349973,None,1418.4736094349973,None,1418.4736094349973,None,1417.167438573997,1417.6738337079987,1417.167438573997,1417.6738337079987,1417.167438573997,1417.6738337079987,None,None,down,1.4857034999986354,1418.4736094349973,None,None,None,z,0.32893230599802337,1420.0063494219976,None,1420.3528202249981,None,,49,28,29,1,0.9655172413793104,1,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,154,0,154,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,1407.4264158519982,0,6,4,5,3,7,1,9,0,0,5,1420.939308334997,None,0,6,4,5,3,7,1,9,,1424.4180225139971,None,1424.4180225139971,None,1424.4180225139971,None,1424.4180225139971,None,1424.4180225139971,None,1424.4180225139971,None,1424.4180225139971,None,1424.4180225139971,None,1423.1118851109968,1423.618292105999,1423.1118851109968,1423.618292105999,1423.1118851109968,1423.618292105999,None,None,left,0.9012450910013285,1424.4180225139971,None,None,None,z,0.6429526470019482,1425.3643194079996,None,1426.0306744619993,None,,50,29,30,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,155,0,155,0,,,,,,,,,,,,,,,,,,,,,,,,3.3000000000000003,3.4000000000000004,3.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,1413.1040744450002,3,9,4,6,1,7,2,8,1,1,7,1426.6171354539983,None,3,9,4,6,1,7,2,0,,1430.4957215279974,None,1430.4957215279974,None,1430.4957215279974,None,1430.4957215279974,None,1430.4957215279974,None,1430.4957215279974,None,1430.4957215279974,None,1430.4957215279974,None,1430.5889576679983,1431.0954342899968,1430.5889576679983,1431.0954342899968,1430.5889576679983,1431.0954342899968,None,None,down,4.55431894800131,1430.5889576679983,None,None,None,z,0.7880389449965151,1435.1872759189973,None,1436.000198857997,None,,51,29,30,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,156,0,156,0,,,,,,,,,,,,,,,,,,,,,,,,2.3000000000000003,2.4000000000000004,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,1423.0740782879984,4,6,3,7,0,5,1,8,1,1,6,1436.5867318969977,None,4,6,3,7,0,5,2,8,,1439.4522836899996,None,1439.4522836899996,None,1439.4522836899996,None,1439.4522836899996,None,1439.4522836899996,None,1439.4522836899996,None,1439.4522836899996,None,1439.4522836899996,None,1439.5589842029985,1440.0653714019973,1439.5589842029985,1440.0653714019973,1439.5589842029985,1440.0653714019973,None,None,down,1.680189753002196,1439.5589842029985,None,None,None,z,0.1556921470000816,1441.2915823219992,None,1441.464842737998,None,,52,29,30,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,157,0,157,0,,,,,,,,,,,,,,,,,,,,,,,,2.3000000000000003,2.4000000000000004,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,1428.5369236719998,1,9,4,6,0,8,2,5,1,0,1,1442.0512828069986,None,1,9,4,6,0,8,2,5,,1444.916946202,None,1444.916946202,None,1444.916946202,None,1444.916946202,None,1444.916946202,None,1444.916946202,None,1444.916946202,None,1444.916946202,None,1445.023544353,1445.529986669997,1445.023544353,1445.529986669997,1445.023544353,1445.529986669997,None,None,down,3.839626683999086,1445.023544353,None,None,None,z,0.29995719700309564,1448.9153278699996,None,1449.2352358520002,None,,53,29,30,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,158,0,158,0,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,1436.3079032839996,4,5,0,6,2,8,3,7,1,0,2,1449.8216939049998,None,4,5,0,6,2,8,3,7,,1452.9005039699987,None,1452.9005039699987,None,1452.9005039699987,None,1452.9005039699987,None,1452.9005039699987,None,1452.9005039699987,None,1452.9005039699987,None,1452.9005039699987,None,1452.9938626329968,1453.5002868899974,1452.9938626329968,1453.5002868899974,1452.9938626329968,1453.5002868899974,None,None,left,1.789403274997312,1452.9938626329968,None,None,None,x,0.9581564779982727,1454.8331300849968,None,1455.806057720998,None,,54,29,30,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,159,0,159,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,1442.8781097809988,1,5,4,6,2,9,0,8,0,0,1,1456.3925920889997,None,1,5,4,6,2,9,0,8,,1459.8579242489977,None,1459.8579242489977,None,1459.8579242489977,None,1459.8579242489977,None,1459.8579242489977,None,1459.8579242489977,None,1459.8579242489977,None,1459.8579242489977,None,1458.5650259499998,1459.071546993,1458.5650259499998,1459.071546993,1458.5650259499998,1459.071546993,None,None,left,0.541333768000186,1459.8579242489977,None,None,None,z,0.15489915500074858,1460.4443707249993,None,1460.617575256998,None,,55,30,31,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,160,0,160,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,1447.6916121409995,1,9,2,7,0,8,4,6,0,1,3,1461.2040197969982,None,1,9,2,3,0,8,4,6,,1464.6694404629998,None,1464.6694404629998,None,1464.6694404629998,None,1464.6694404629998,None,1464.6694404629998,None,1464.6694404629998,None,1464.6694404629998,None,1464.6694404629998,None,1463.376580205997,1463.8830474069982,1463.376580205997,1463.8830474069982,1463.376580205997,1463.8830474069982,None,None,down,1.4898398020013701,1464.6694404629998,None,None,None,z,0.2451052479991631,1466.2021758839983,None,1466.4686805919991,None,,56,31,32,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,161,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.6,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,1453.5386482789982,3,7,4,8,0,9,2,5,1,1,4,1467.0418357029994,None,3,7,4,8,1,9,2,5,,1469.1077011889975,None,1469.1077011889975,None,1469.1077011889975,None,1469.1077011889975,None,1469.1077011889975,None,1469.1077011889975,None,1469.1077011889975,None,1469.1077011889975,None,1469.2143543409984,1469.7207249319981,1469.2143543409984,1469.7207249319981,1469.2143543409984,1469.7207249319981,None,None,down,5.344866504001402,1469.2143543409984,None,None,None,x,0.3949856869985524,1474.6122964649985,None,1475.0254546389988,None,,57,31,32,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,162,0,162,0,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,1462.0959225359984,3,9,1,8,4,7,2,5,1,0,5,1475.598571614999,None,3,9,1,8,4,7,2,5,,1477.8643435039994,None,1477.8643435039994,None,1477.8643435039994,None,1477.8643435039994,None,1477.8643435039994,None,1477.8643435039994,None,1477.8643435039994,None,1477.8643435039994,None,1477.957713893,1478.4641462769978,1477.957713893,1478.4641462769978,1477.957713893,1478.4641462769978,None,None,left,2.1215502429986373,1477.957713893,None,None,None,x,0.6530441149989201,1480.1302088109987,None,1480.809834929998,None,,58,31,32,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,163,0,163,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,1467.8824156129995,2,6,4,7,3,8,0,5,0,1,7,1481.39635902,None,2,6,4,7,3,8,0,1,,1484.8750069249982,None,1484.8750069249982,None,1484.8750069249982,None,1484.8750069249982,None,1484.8750069249982,None,1484.8750069249982,None,1484.8750069249982,None,1484.8750069249982,None,1483.568929746998,1484.075434262999,1483.568929746998,1484.075434262999,1483.568929746998,1484.075434262999,None,None,left,4.332159776000481,1484.8750069249982,None,None,None,x,0.1871533619996626,1489.2600308059991,None,1489.4733472890002,None,,59,31,33,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,164,0,164,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,1476.5459429959992,4,5,1,9,3,6,2,7,0,1,1,1490.0598178349974,None,4,0,1,9,3,6,2,7,,1493.538487130998,None,1493.538487130998,None,1493.538487130998,None,1493.538487130998,None,1493.538487130998,None,1493.538487130998,None,1493.538487130998,None,1493.538487130998,None,1492.2322746799982,1492.7387405189984,1492.2322746799982,1492.7387405189984,1492.2322746799982,1492.7387405189984,None,None,down,1.6607823199992708,1493.538487130998,None,None,None,x,0.4507724559989583,1495.2444994059988,None,1495.7109549419984,None,,60,32,34,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,165,0,165,0,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.6,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,1496.1862686109998,4,5,1,9,3,7,0,8,1,0,6,1509.692336582997,None,4,5,1,9,3,7,0,8,,1511.758263509997,None,1511.758263509997,None,1511.758263509997,None,1511.758263509997,None,1511.758263509997,None,1511.758263509997,None,1511.758263509997,None,1511.758263509997,None,1511.8648301819994,1512.3713643019983,1511.8648301819994,1512.3713643019983,1511.8648301819994,1512.3713643019983,None,None,left,2.1424325490006595,1511.8648301819994,None,None,None,x,0.7005560090001381,1514.05072621,None,1514.7703968299975,None,,61,32,34,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,166,0,166,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,1501.8413464959995,4,6,2,8,3,9,0,5,0,0,2,1515.3435082999968,None,4,6,2,8,3,9,0,5,,1518.8089371939968,None,1518.8089371939968,None,1518.8089371939968,None,1518.8089371939968,None,1518.8089371939968,None,1518.8089371939968,None,1518.8089371939968,None,1518.8089371939968,None,1517.502729421998,1518.0091727029976,1517.502729421998,1518.0091727029976,1517.502729421998,1518.0091727029976,None,None,left,0.686381702998915,1518.8089371939968,None,None,None,z,0.10523491200001445,1519.5420015169984,None,1519.6618789329987,None,,62,33,35,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,167,0,167,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,1506.7342486880007,0,6,2,8,1,9,4,5,0,1,2,1520.2483277389983,None,0,6,3,8,1,9,4,5,,1523.7136828549992,None,1523.7136828549992,None,1523.7136828549992,None,1523.7136828549992,None,1523.7136828549992,None,1523.7136828549992,None,1523.7136828549992,None,1523.7136828549992,None,1522.4208917369979,1522.9273255279986,1522.4208917369979,1522.9273255279986,1522.4208917369979,1522.9273255279986,None,None,down,1.3895760960003827,1523.7136828549992,None,None,None,z,0.7581584839972493,1525.15310924,None,1525.9261094939975,None,,63,34,36,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,168,0,168,0,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.6,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,1512.9999547939988,1,9,0,7,2,5,3,6,1,0,7,1526.5126825249972,None,1,9,0,7,2,5,3,6,,1528.5918716059969,None,1528.5918716059969,None,1528.5918716059969,None,1528.5918716059969,None,1528.5918716059969,None,1528.5918716059969,None,1528.5918716059969,None,1528.5918716059969,None,1528.6851832069988,1529.1916264489992,1528.6851832069988,1529.1916264489992,1528.6851832069988,1529.1916264489992,None,None,left,1.7780842940010189,1528.6851832069988,None,None,None,z,0.40007271300055436,1530.5111087899968,None,1530.9376061799994,None,,64,34,36,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,169,0,169,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,1518.0082914009981,2,9,3,7,1,5,4,8,0,0,3,1531.5240915979994,None,2,9,3,7,1,5,4,8,,1534.9894606479975,None,1534.9894606479975,None,1534.9894606479975,None,1534.9894606479975,None,1534.9894606479975,None,1534.9894606479975,None,1534.9894606479975,None,1534.9894606479975,None,1533.6832402359978,1534.1897587159983,1533.6832402359978,1534.1897587159983,1533.6832402359978,1534.1897587159983,None,None,left,0.5618093169978238,1534.9894606479975,None,None,None,z,0.1568505909999658,1535.6025061699984,None,1535.7758054719998,None,,65,35,37,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,170,0,170,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,1522.8463724289977,4,5,3,8,1,7,2,9,0,0,4,1536.3487921809974,None,4,5,3,8,1,7,2,9,,1539.8142896989993,None,1539.8142896989993,None,1539.8142896989993,None,1539.8142896989993,None,1539.8142896989993,None,1539.8142896989993,None,1539.8142896989993,None,1539.8142896989993,None,1538.508125518998,1539.0145498549973,1538.508125518998,1539.0145498549973,1538.508125518998,1539.0145498549973,None,None,left,0.44087454700274975,1539.8142896989993,None,None,None,z,0.05985450799926184,1540.3074292419988,None,1540.3873412359972,None,,66,36,38,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,171,0,171,0,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.6,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,1527.4588948380006,2,9,1,8,0,6,4,5,1,1,7,1540.9736631279993,None,2,9,1,8,0,6,4,3,,1545.0389742089974,None,1545.0389742089974,None,1545.0389742089974,None,1545.0389742089974,None,1545.0389742089974,None,1545.0389742089974,None,1545.0389742089974,None,1545.0389742089974,None,1545.1455997809971,1545.6520718129977,1545.1455997809971,1545.6520718129977,1545.1455997809971,1545.6520718129977,None,None,left,1.0456681899995601,1545.1455997809971,None,None,None,z,0.10471432900158106,1546.2385191859976,None,1546.3584264569981,None,,67,36,38,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,172,0,172,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1533.432167480998,4,9,0,7,3,5,1,6,0,0,2,1546.944894627999,None,4,9,0,7,3,5,1,6,,1550.4234999419969,None,1550.4234999419969,None,1550.4234999419969,None,1550.4234999419969,None,1550.4234999419969,None,1550.4234999419969,None,1550.4234999419969,None,1550.4234999419969,None,1549.1173771709982,1549.6239024119968,1549.1173771709982,1549.6239024119968,1549.1173771709982,1549.6239024119968,None,None,down,2.8957583160008653,1550.4234999419969,None,None,None,x,0.3501736969992635,1553.369099722997,None,1553.7423465909997,None,,68,36,39,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,173,0,173,0,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,1540.8139085179973,1,7,4,8,2,9,0,5,1,0,5,1554.3288041279993,None,1,7,4,8,2,9,0,5,,1556.994392782999,None,1556.994392782999,None,1556.994392782999,None,1556.994392782999,None,1556.994392782999,None,1556.994392782999,None,1556.994392782999,None,1556.994392782999,None,1557.1010190519992,1557.6074710299981,1557.1010190519992,1557.6074710299981,1557.1010190519992,1557.6074710299981,None,None,left,1.9782207639982516,1557.1010190519992,None,None,None,x,0.2643160120023822,1559.126970598998,None,1559.4068218759967,None,,69,36,39,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
,,,,,,,,,,,,,,,,,,,,,,174,0,174,0,,,,,,,,,,,,,,,,,,,,,,,,2.9000000000000004,1.6,2.9000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,1546.4807006240007,0,9,3,7,2,8,1,6,0,0,5,1559.9932854379986,None,0,9,3,7,2,8,1,6,,1563.4719783869987,None,1563.4719783869987,None,1563.4719783869987,None,1563.4719783869987,None,1563.4719783869987,None,1563.4719783869987,None,1563.4719783869987,None,1563.4719783869987,None,1562.165766324997,1562.6722895879975,1562.165766324997,1562.6722895879975,1562.165766324997,1562.6722895879975,None,None,left,0.6231862040003762,1563.4719783869987,None,None,None,z,0.14887286699740798,1564.1383994379976,None,1564.311639075997,None,,70,37,40,,,,,110,23,2022_Sep_23_1156,templeton_exp2A_SD,2020.2.10,75.03143235427278,
